age,workclass,fnlwgt,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country,income
29,3,194940,13,2,3,0,4,1,0,0,40,39,<=50K
35,3,341643,13,4,12,1,4,1,0,0,55,39,<=50K
23,3,210474,10,4,7,3,4,0,0,0,30,39,<=50K
28,3,76313,10,2,2,0,0,1,0,0,60,39,<=50K
34,3,115858,9,0,0,3,4,0,0,0,40,39,<=50K
40,3,55191,10,4,0,1,2,0,0,0,40,39,<=50K
67,5,364862,9,6,7,1,4,0,0,0,30,39,<=50K
49,3,334787,9,2,7,0,4,1,0,0,40,39,<=50K
34,3,205733,9,4,0,1,4,0,0,0,40,39,<=50K
60,2,120163,13,2,8,0,4,1,0,0,40,39,<=50K
26,3,333677,13,4,3,3,4,1,2463,0,35,39,<=50K
25,3,208591,9,4,6,3,4,1,0,0,40,39,<=50K
40,3,341204,10,0,3,4,4,0,1831,0,30,39,<=50K
56,5,115422,9,2,4,0,4,1,0,0,40,39,<=50K
35,4,111319,12,2,12,0,4,1,0,1887,45,39,>50K
54,3,816750,9,2,2,0,4,1,0,2051,40,39,<=50K
25,3,167835,13,4,3,1,4,0,3325,0,40,39,<=50K
28,3,92262,13,2,12,0,4,1,0,0,40,39,<=50K
31,3,91964,13,4,3,1,4,1,0,0,40,39,<=50K
45,3,107682,9,0,0,4,4,0,0,0,40,39,<=50K
52,6,135388,9,2,2,0,4,1,5013,0,40,39,<=50K
39,5,597843,14,4,10,1,4,0,0,0,50,4,<=50K
19,3,389942,9,4,12,1,4,1,0,0,40,39,<=50K
23,3,442274,8,4,0,4,4,1,0,0,40,39,<=50K
52,3,284329,11,2,10,0,4,1,15024,0,40,39,>50K
33,5,127894,15,2,10,0,4,1,0,0,60,39,>50K
35,3,196899,13,4,5,1,1,0,0,0,50,14,<=50K
58,3,212534,9,2,2,0,4,1,0,0,40,39,<=50K
61,3,71209,9,2,2,0,4,1,0,0,45,39,>50K
39,3,237943,13,2,3,0,4,1,99999,0,70,39,>50K
38,3,190759,7,2,2,0,4,1,0,0,40,39,<=50K
59,3,100313,9,2,3,0,4,1,0,1887,40,39,>50K
41,3,344624,13,0,3,1,4,1,0,0,50,39,>50K
27,2,194024,5,5,8,4,4,0,0,0,50,39,<=50K
19,3,87497,7,4,14,2,4,1,0,0,10,39,<=50K
22,3,236907,10,4,5,3,4,1,0,0,20,39,<=50K
59,3,169639,12,6,3,4,4,0,0,0,40,39,<=50K
37,3,105803,9,2,2,0,4,1,3103,0,45,39,>50K
31,3,149507,8,2,2,0,4,1,0,0,43,39,<=50K
18,3,294387,7,4,5,1,4,1,0,0,40,39,<=50K
20,3,161708,10,4,12,3,4,0,0,0,35,39,<=50K
28,3,282389,9,4,14,1,4,1,0,0,60,39,<=50K
28,3,64940,10,4,7,3,4,0,0,0,30,39,<=50K
49,3,195727,13,2,3,0,4,1,0,0,40,39,<=50K
38,1,37931,9,2,11,0,4,1,0,0,40,39,>50K
19,3,170720,9,4,12,3,4,1,0,0,20,39,<=50K
43,3,152958,13,2,3,0,4,1,7298,0,40,39,>50K
28,3,312372,9,2,3,0,2,1,15024,0,40,39,>50K
41,3,39581,10,0,0,1,2,0,0,0,24,8,<=50K
50,3,206862,14,2,3,0,4,1,0,0,65,39,>50K
46,3,216934,13,0,0,1,4,1,0,0,40,32,<=50K
20,3,143062,10,4,4,3,4,1,0,0,40,39,<=50K
45,3,242391,13,2,3,0,4,1,0,0,60,39,>50K
28,3,165030,10,4,3,1,4,0,0,0,50,39,<=50K
37,3,199251,10,2,7,5,4,0,0,0,40,39,<=50K
46,5,353012,16,2,10,0,4,1,0,1902,50,39,>50K
66,3,174491,9,2,5,0,4,1,0,0,40,39,<=50K
35,2,333305,10,2,8,3,4,0,0,0,40,39,<=50K
38,3,203138,13,2,0,5,4,0,0,0,50,39,>50K
25,3,220220,7,4,5,3,4,1,0,0,45,39,<=50K
55,0,305850,15,2,3,0,4,1,15024,0,40,39,>50K
56,3,201344,10,6,2,4,4,0,0,0,38,39,<=50K
47,5,218676,14,2,3,0,4,1,0,0,45,39,<=50K
55,5,141807,13,2,3,0,4,1,0,0,40,39,>50K
41,6,222434,12,2,11,0,4,1,0,0,40,39,<=50K
47,3,266860,10,2,12,0,4,1,0,0,65,39,>50K
40,3,34113,9,4,3,1,0,1,6849,0,43,39,<=50K
41,3,159549,13,2,12,0,4,1,0,0,40,39,<=50K
21,3,195248,10,4,12,3,3,0,0,0,20,39,<=50K
52,3,109413,9,4,12,1,4,1,0,0,40,39,<=50K
62,3,195343,16,0,10,4,4,1,15020,0,50,39,>50K
46,3,185291,7,2,5,0,4,1,0,0,45,39,>50K
21,2,140012,10,4,8,3,4,1,0,0,20,39,<=50K
35,5,114366,13,2,10,0,4,1,0,0,40,39,<=50K
29,3,169631,9,3,0,3,4,0,0,0,40,39,<=50K
21,3,163870,6,2,7,0,4,1,3908,0,40,39,<=50K
35,3,312232,9,5,2,1,4,1,0,0,50,39,<=50K
46,3,229737,13,2,12,0,4,1,0,0,50,19,>50K
70,2,306563,9,2,8,0,4,1,0,0,40,39,<=50K
35,3,161637,16,2,10,0,1,1,0,1902,40,36,>50K
34,3,106014,10,0,2,1,4,1,0,0,60,39,<=50K
21,3,25265,11,4,6,1,4,1,0,0,30,39,<=50K
29,3,71860,9,2,4,0,4,1,0,0,60,39,<=50K
41,4,94113,14,2,3,0,4,1,0,0,60,39,>50K
51,5,208003,9,2,12,0,4,1,0,0,40,39,<=50K
22,3,113550,9,4,0,3,4,0,0,0,40,39,<=50K
47,3,83046,13,4,3,1,4,1,0,0,40,39,<=50K
42,4,277488,15,2,10,0,4,1,15024,0,65,39,>50K
19,3,205830,9,4,7,3,4,0,0,0,40,8,<=50K
46,3,273575,13,2,14,0,4,1,15024,0,40,39,>50K
23,3,245147,10,4,5,3,2,1,0,0,40,39,<=50K
49,3,274720,9,2,2,0,2,1,0,0,40,39,<=50K
58,5,163047,13,0,10,1,4,0,0,0,40,39,<=50K
41,6,47902,13,2,0,0,4,1,0,0,50,39,>50K
50,3,128798,13,2,13,0,4,1,0,0,40,39,>50K
27,3,176683,11,2,7,0,4,1,0,0,60,39,<=50K
29,4,104737,9,2,2,0,4,1,0,0,60,39,<=50K
39,6,218249,10,5,10,4,2,0,0,0,37,39,<=50K
32,3,281540,10,2,13,0,4,1,0,0,50,39,<=50K
36,0,112847,13,2,10,0,1,1,0,0,40,39,<=50K
24,1,126613,13,4,10,3,4,0,0,0,20,39,<=50K
50,5,145419,14,2,12,0,4,1,7688,0,45,39,>50K
32,5,34572,9,0,4,1,4,1,0,0,65,39,<=50K
26,3,104045,13,4,3,1,4,0,0,0,40,39,<=50K
49,2,57665,13,0,8,3,4,0,0,0,40,39,<=50K
38,3,359001,11,2,10,0,4,1,0,0,42,39,<=50K
47,3,105273,13,6,2,4,2,0,6497,0,40,39,<=50K
31,3,201122,10,2,3,0,4,1,0,0,40,39,>50K
38,3,160035,9,2,2,0,4,1,0,0,55,39,<=50K
50,3,167886,10,2,12,0,4,1,0,0,40,39,>50K
18,3,32059,7,4,5,3,4,1,0,0,40,39,<=50K
59,4,200453,14,2,12,0,4,1,0,0,40,39,<=50K
56,5,403072,10,2,2,0,4,1,0,0,50,39,>50K
34,3,37210,9,4,0,3,4,1,0,0,50,39,<=50K
32,3,199416,13,2,10,0,4,1,0,0,40,39,<=50K
29,3,413227,13,4,7,1,4,1,0,0,35,39,<=50K
29,2,188675,10,0,8,3,2,1,0,0,40,39,<=50K
42,3,226902,13,2,13,0,4,1,0,0,45,39,>50K
37,3,195189,10,0,7,4,2,0,0,0,40,39,<=50K
36,3,116608,9,0,3,1,4,0,0,0,40,39,<=50K
59,3,99131,14,6,3,1,4,0,0,0,40,39,>50K
32,3,553405,13,2,12,0,4,1,99999,0,50,39,>50K
52,1,186117,9,2,11,0,4,1,0,0,56,39,>50K
29,6,67053,9,4,7,1,1,1,0,0,40,37,<=50K
39,3,347960,15,4,10,1,4,0,14084,0,35,39,>50K
39,3,325374,10,4,0,1,4,1,0,0,40,39,<=50K
69,3,130413,13,6,3,1,4,0,2346,0,15,39,<=50K
43,3,111949,9,2,7,5,4,0,0,0,35,39,<=50K
39,3,278557,11,2,2,0,4,1,0,1628,48,39,<=50K
19,3,194905,10,4,7,3,4,0,0,0,30,39,<=50K
60,1,195453,11,2,3,0,4,1,0,0,60,39,>50K
51,3,282549,9,2,6,0,2,1,3137,0,40,39,<=50K
75,3,316119,10,6,10,1,4,0,0,0,8,39,<=50K
37,6,252939,11,4,10,4,2,0,5455,0,40,39,<=50K
24,6,506329,10,4,0,3,1,1,0,0,40,0,<=50K
20,3,316043,7,4,7,3,2,1,594,0,20,39,<=50K
58,0,319733,9,2,14,0,4,1,0,0,70,39,<=50K
21,6,99199,14,4,14,3,4,1,0,0,15,39,<=50K
28,3,204600,9,5,11,2,4,1,0,0,40,39,<=50K
40,3,173307,6,2,6,0,4,1,0,0,40,39,<=50K
45,5,34446,9,2,14,0,4,1,0,0,50,39,<=50K
40,5,237293,15,2,10,5,4,0,15024,0,40,39,>50K
41,3,175642,10,4,2,1,4,0,0,0,40,39,<=50K
58,3,203735,9,0,3,4,4,0,0,0,40,39,<=50K
44,1,171589,11,2,2,0,4,1,7688,0,40,39,>50K
26,3,197967,9,2,12,0,4,1,0,0,65,39,<=50K
29,3,413297,12,4,12,1,4,1,0,0,45,26,<=50K
45,3,240841,14,4,10,1,4,0,0,0,40,39,<=50K
23,3,152189,12,4,7,1,4,1,0,0,40,39,<=50K
39,6,85874,9,0,0,4,4,0,0,0,40,39,<=50K
45,5,176814,16,2,10,0,4,1,15024,0,40,39,>50K
51,1,133336,14,2,10,0,4,1,15024,0,40,39,>50K
22,3,362623,9,4,5,3,4,1,0,0,40,39,<=50K
28,3,30912,9,2,0,0,4,1,0,0,40,39,<=50K
23,3,35448,10,4,7,4,4,0,0,0,25,39,<=50K
33,3,173248,9,2,7,0,2,1,0,0,35,39,<=50K
37,3,49626,11,2,13,0,4,1,0,0,43,39,<=50K
19,3,102723,10,4,0,3,4,0,0,0,40,39,<=50K
35,3,168322,7,2,4,0,4,1,0,0,40,39,<=50K
20,2,210474,10,4,8,3,4,0,0,0,15,39,<=50K
25,3,110138,9,4,7,1,4,1,0,0,40,39,<=50K
21,3,107452,9,4,2,2,4,1,0,0,40,39,<=50K
32,3,160594,10,4,7,3,4,1,0,0,35,39,<=50K
32,1,186784,13,2,10,5,4,0,5013,0,45,39,<=50K
70,1,334666,9,6,0,1,4,0,0,0,12,39,<=50K
65,2,191380,6,2,8,0,4,1,9386,0,50,39,>50K
57,3,104272,7,2,2,0,4,1,0,0,40,39,<=50K
31,3,19491,10,4,2,1,4,1,0,0,40,39,<=50K
37,3,128715,13,2,3,0,4,1,0,0,60,39,>50K
34,3,128063,9,0,7,4,4,0,0,0,36,39,<=50K
26,5,37023,10,2,4,0,4,1,0,0,78,39,<=50K
44,3,68748,10,2,12,0,4,1,0,0,48,39,<=50K
39,1,327435,9,0,2,4,4,0,0,0,40,39,<=50K
31,3,202729,9,2,6,0,4,1,0,0,40,39,>50K
53,3,277471,11,2,13,0,4,1,0,0,40,39,>50K
36,3,189670,9,2,6,5,4,0,0,0,50,39,<=50K
61,3,204908,5,2,2,0,4,1,0,0,40,39,<=50K
43,3,171841,13,2,12,0,4,1,0,0,40,39,>50K
38,3,78247,10,2,3,0,4,1,0,0,40,39,<=50K
26,3,68895,9,4,0,1,4,1,0,0,50,26,<=50K
27,3,56658,9,2,5,0,0,1,0,0,8,39,<=50K
58,1,259216,5,0,7,1,4,0,0,0,40,39,<=50K
37,6,270278,9,0,0,4,4,0,0,0,12,33,<=50K
36,3,111128,10,5,3,1,4,1,0,0,60,39,>50K
29,3,119429,9,4,2,1,2,1,0,0,40,39,<=50K
28,3,73037,6,4,14,4,4,1,0,0,30,39,<=50K
61,5,84409,16,2,10,0,4,1,0,0,40,39,>50K
66,5,274451,5,2,4,0,4,1,0,0,25,39,>50K
31,3,246439,10,2,4,0,4,1,7298,0,50,39,>50K
21,3,124242,12,4,7,3,4,0,0,0,40,39,<=50K
67,5,123393,9,2,14,0,4,1,6418,0,58,39,>50K
26,3,159732,9,6,14,1,4,1,0,0,40,39,<=50K
21,3,161415,10,4,2,1,4,1,0,0,50,39,<=50K
33,3,157568,9,2,6,0,4,1,0,0,40,39,<=50K
33,3,168030,9,0,7,4,4,0,0,0,32,39,<=50K
59,6,349910,13,2,3,0,4,1,10605,0,50,39,>50K
34,6,56964,16,2,10,5,4,0,0,0,50,39,>50K
29,3,370509,13,2,3,0,4,1,0,0,50,10,>50K
19,3,106306,10,0,7,3,4,0,0,0,40,39,<=50K
57,5,56480,9,2,3,0,4,1,0,0,1,39,<=50K
41,3,115932,10,2,3,0,4,1,99999,0,50,39,>50K
55,3,154580,6,2,7,0,2,1,2580,0,40,39,<=50K
27,3,404421,10,4,5,1,2,1,0,0,40,39,<=50K
33,3,194901,9,4,2,1,4,1,0,0,45,39,<=50K
43,6,164790,10,0,0,1,2,1,0,0,50,39,>50K
72,0,94242,10,6,13,1,4,0,0,0,16,39,<=50K
68,5,365020,9,2,12,0,4,1,0,0,40,39,<=50K
29,3,160512,9,5,0,3,4,0,0,0,40,39,<=50K
41,3,170331,13,2,10,0,4,1,0,0,60,39,<=50K
30,3,101266,9,2,11,0,4,1,0,0,40,39,<=50K
31,3,100252,13,0,7,1,1,1,99999,0,70,39,>50K
32,3,170154,12,5,3,4,4,0,25236,0,50,39,>50K
56,3,105281,9,6,12,1,4,0,0,1974,40,39,<=50K
39,2,361838,13,2,8,5,4,0,0,0,6,39,>50K
41,6,283917,11,2,10,0,4,1,0,0,35,39,>50K
48,3,39530,9,0,0,1,4,0,0,0,40,39,<=50K
25,4,90752,13,4,12,1,4,0,0,0,50,39,<=50K
31,3,202450,9,2,6,0,4,1,0,1573,40,39,<=50K
32,3,168138,12,0,12,1,4,1,2597,0,48,39,<=50K
51,3,159755,13,2,3,0,4,1,7688,0,40,39,>50K
42,3,191765,9,4,0,2,2,0,0,2339,40,38,<=50K
22,2,210802,10,4,8,1,2,0,0,0,35,39,<=50K
31,3,340880,15,2,10,0,4,1,0,0,60,39,>50K
43,5,113211,9,2,3,5,4,0,0,0,40,39,<=50K
42,3,134509,10,4,14,4,2,0,0,0,40,39,<=50K
20,6,147280,9,4,7,2,3,1,0,0,40,39,<=50K
40,3,145441,13,2,10,0,4,1,0,0,40,39,>50K
65,3,398001,9,6,0,1,4,0,0,0,20,39,<=50K
53,3,31588,13,2,10,0,4,1,0,0,52,39,>50K
56,3,189975,10,2,2,0,4,1,0,1902,60,39,>50K
51,6,231495,16,2,3,0,4,1,7688,0,55,39,>50K
38,2,121135,9,2,8,0,4,1,0,0,40,39,<=50K
44,3,186916,14,2,3,0,4,1,0,0,50,39,>50K
49,4,213140,9,2,3,0,4,1,0,1902,60,39,>50K
47,3,176893,9,0,2,1,2,1,8614,0,44,39,>50K
22,3,115244,12,2,10,5,4,0,0,0,40,39,<=50K
53,3,313243,10,5,2,1,4,1,0,2444,45,39,>50K
41,1,169995,10,0,11,1,4,1,0,0,20,39,<=50K
19,3,198459,9,4,0,3,4,1,0,2001,40,39,<=50K
27,1,66824,13,4,10,1,0,0,3325,0,43,39,<=50K
48,5,52240,11,2,3,5,4,0,0,0,25,39,>50K
61,6,186451,15,2,10,0,4,1,0,1902,40,39,>50K
45,5,160724,13,2,3,0,1,1,0,0,45,3,>50K
29,3,210464,5,2,6,0,4,1,0,0,40,39,<=50K
41,3,207685,10,0,7,1,4,1,0,0,21,39,<=50K
38,3,233717,10,0,3,4,2,1,0,0,60,39,<=50K
32,3,222205,10,2,10,5,4,0,0,0,40,39,>50K
37,3,167613,9,2,7,0,4,1,0,0,40,39,<=50K
55,3,148773,6,2,6,0,4,1,0,0,40,39,<=50K
62,1,68268,9,2,14,0,4,1,0,0,40,39,<=50K
48,3,174533,9,2,6,0,4,1,0,0,40,39,<=50K
43,3,273230,10,2,3,0,4,1,0,0,50,39,>50K
25,3,187502,9,4,12,3,2,1,0,0,24,39,<=50K
47,3,209320,9,5,7,1,4,0,0,0,40,39,<=50K
49,5,56841,13,2,4,0,4,1,0,0,70,39,<=50K
55,3,254627,9,2,7,0,4,1,0,0,40,39,<=50K
42,3,42703,9,0,0,4,4,0,0,0,40,39,<=50K
40,3,374137,9,0,0,3,4,1,0,0,40,39,<=50K
34,3,196385,11,2,3,0,4,1,0,0,40,39,<=50K
38,3,192930,9,5,12,4,4,0,0,0,10,39,<=50K
39,3,99527,9,2,2,0,4,1,0,0,40,39,>50K
45,3,185437,12,0,2,1,4,0,0,0,55,39,<=50K
43,3,247162,12,4,12,3,4,1,0,0,40,39,<=50K
32,0,131534,9,4,3,1,2,0,0,0,40,39,<=50K
18,3,184693,10,4,7,3,4,0,0,0,20,26,<=50K
27,3,704108,14,4,10,1,4,1,0,0,40,39,<=50K
57,3,220262,12,0,13,1,4,0,0,0,40,39,<=50K
38,3,95654,9,2,0,5,4,0,0,0,60,39,<=50K
67,3,89346,13,2,10,0,4,1,0,0,40,39,>50K
26,3,94392,7,5,7,4,4,0,0,0,20,39,<=50K
21,3,334113,9,4,6,3,4,1,0,0,40,39,<=50K
17,3,32763,6,4,7,3,4,1,0,0,15,39,<=50K
31,3,136651,9,2,2,0,4,1,0,0,40,26,<=50K
51,5,240236,12,5,12,1,2,1,0,0,30,39,<=50K
29,3,53271,13,2,3,0,4,1,0,0,40,39,>50K
28,3,31493,13,4,2,3,4,1,0,0,40,39,>50K
32,3,195891,12,2,10,0,4,1,0,0,45,39,>50K
31,1,209103,10,2,11,0,4,1,3464,0,45,39,<=50K
26,3,211424,10,2,5,0,4,1,0,0,40,39,>50K
28,1,84657,13,0,10,1,4,0,0,0,40,39,<=50K
40,3,151408,14,4,10,1,4,0,0,0,40,39,<=50K
62,3,132917,10,2,14,0,2,1,0,0,20,39,<=50K
54,3,146834,6,2,6,0,4,1,0,0,60,39,<=50K
55,3,164332,9,5,7,1,4,0,0,0,16,39,<=50K
24,3,30656,9,4,5,1,4,1,0,0,20,39,<=50K
27,3,113501,14,4,0,3,4,1,0,0,45,39,<=50K
18,3,165316,9,4,14,3,4,1,0,0,30,39,<=50K
22,3,233955,13,4,10,1,0,0,14344,0,40,39,>50K
21,3,126613,9,4,12,1,4,0,0,0,40,39,<=50K
44,5,361280,10,2,12,0,1,1,0,0,80,30,>50K
50,2,123044,14,2,8,0,4,1,0,0,60,39,>50K
38,3,165472,13,2,10,0,4,1,0,0,40,39,>50K
39,3,99452,13,2,10,0,4,1,0,0,50,39,>50K
27,3,84977,9,2,2,0,4,1,0,0,40,39,<=50K
35,3,240458,7,0,2,1,2,1,0,0,40,39,<=50K
51,3,230858,10,2,2,0,4,1,0,1977,60,39,>50K
60,3,123218,10,2,7,0,4,1,0,0,40,39,<=50K
62,2,191118,10,2,8,0,4,1,7298,0,40,39,>50K
38,3,115289,9,2,6,0,4,1,0,0,40,39,<=50K
37,3,373895,10,5,5,1,2,1,0,0,35,39,<=50K
43,3,152617,10,0,0,3,4,0,0,0,40,39,<=50K
49,6,72619,10,0,0,4,4,0,0,0,50,39,<=50K
17,3,41865,6,4,7,3,4,0,0,0,25,39,<=50K
32,3,190228,9,4,7,1,4,1,0,0,60,39,<=50K
23,3,193090,13,4,10,1,4,0,0,0,38,39,<=50K
28,3,138692,13,2,10,0,4,1,0,1887,40,39,>50K
25,3,181896,13,4,0,3,4,0,0,0,40,39,<=50K
42,3,268183,13,2,3,0,4,1,0,1485,60,39,<=50K
46,1,213668,7,4,7,1,4,1,0,0,40,39,<=50K
29,3,99369,13,4,10,1,3,0,0,0,50,39,<=50K
44,3,104196,14,2,3,0,4,1,0,0,45,39,>50K
60,5,176839,15,2,12,0,4,1,0,0,45,39,>50K
30,1,99502,11,0,11,4,0,0,0,0,40,39,<=50K
24,3,183410,10,4,12,3,4,0,0,0,17,39,<=50K
17,3,25690,6,4,7,3,4,0,0,0,10,39,<=50K
31,3,188961,12,4,13,3,4,0,0,0,40,39,<=50K
52,3,114971,10,2,2,0,4,1,0,0,40,39,>50K
39,3,121468,13,4,3,3,1,0,0,0,35,39,<=50K
73,4,191540,13,2,12,0,4,1,0,0,50,39,>50K
38,3,146398,9,4,7,4,2,0,0,0,24,39,<=50K
48,3,193553,9,0,7,1,2,0,0,0,20,39,<=50K
60,3,121127,6,6,12,1,4,0,0,0,40,39,<=50K
26,3,389856,9,4,14,1,4,1,0,0,40,39,<=50K
20,3,290504,9,4,7,2,4,1,0,0,40,39,<=50K
54,6,137065,16,4,3,1,4,0,0,0,40,39,>50K
50,1,212685,9,2,7,0,2,1,0,0,40,39,<=50K
20,3,71475,10,4,0,3,4,0,0,0,40,39,<=50K
23,3,111450,10,4,0,2,2,1,0,0,22,39,<=50K
35,3,225860,11,2,2,0,4,1,0,0,40,39,>50K
43,3,129853,6,4,6,1,2,1,0,0,40,39,<=50K
50,3,99925,9,2,0,0,4,1,0,0,32,39,<=50K
55,6,111130,12,0,0,3,1,1,0,0,40,39,<=50K
29,3,100764,13,2,3,0,4,1,0,0,45,39,>50K
47,3,275095,10,0,6,1,4,0,0,0,40,39,<=50K
39,3,147500,9,2,10,5,2,0,0,0,40,39,<=50K
63,1,150079,9,2,0,5,4,0,0,0,35,39,>50K
27,3,140863,9,4,14,1,4,1,0,0,60,39,<=50K
62,2,199198,7,0,8,1,2,0,0,0,40,39,<=50K
38,3,193372,10,4,3,3,4,0,0,0,40,39,<=50K
25,3,196771,9,4,5,1,4,1,0,0,65,39,<=50K
31,3,231826,9,2,7,0,4,1,0,0,52,26,<=50K
40,0,196456,10,4,0,3,4,0,0,0,40,39,<=50K
42,3,34037,16,4,10,1,4,1,0,0,50,39,<=50K
52,3,174964,9,2,12,0,4,1,0,0,40,39,>50K
46,3,91608,13,2,0,0,4,1,0,0,40,39,>50K
31,3,403468,10,5,7,4,4,0,0,0,50,26,<=50K
33,3,112900,9,0,7,4,4,0,0,0,40,39,<=50K
58,3,242670,9,4,0,4,4,0,0,0,40,39,<=50K
52,1,187830,9,0,13,4,4,1,4934,0,36,39,>50K
25,5,368115,13,4,3,1,4,1,13550,0,35,39,>50K
54,3,343242,13,2,12,0,4,1,0,0,40,39,>50K
46,3,113390,14,2,0,0,4,1,0,1740,60,39,<=50K
28,3,200733,9,2,2,0,4,1,0,0,40,39,<=50K
39,3,22494,13,4,3,1,4,0,0,0,40,39,<=50K
60,0,129379,10,2,13,0,4,1,0,0,40,39,<=50K
22,3,239098,9,4,7,4,4,0,0,0,40,39,<=50K
27,3,167501,13,4,3,3,4,0,0,0,40,39,<=50K
35,3,77146,13,2,12,0,4,1,0,0,45,39,>50K
47,3,82797,13,2,10,0,4,1,0,0,50,39,<=50K
33,5,134886,13,2,10,5,4,0,0,0,50,39,>50K
40,4,218558,13,2,3,0,4,1,0,0,45,39,>50K
38,3,207568,13,2,3,0,4,1,5178,0,40,39,>50K
26,3,196899,12,5,2,1,3,0,0,0,40,39,<=50K
54,5,200960,13,2,12,0,4,1,0,0,50,39,>50K
39,3,188069,13,2,6,0,4,1,0,0,40,0,<=50K
32,3,98656,14,4,3,1,4,0,0,0,40,39,<=50K
19,6,194260,10,4,0,3,4,0,0,0,15,39,<=50K
49,2,481987,9,2,8,0,4,1,0,0,60,39,<=50K
31,3,234976,7,4,0,4,4,0,0,0,48,39,<=50K
29,3,349116,9,5,12,4,4,0,0,0,25,39,<=50K
39,3,175390,9,4,12,4,2,0,0,0,40,39,<=50K
42,3,187720,14,2,12,0,4,1,15024,0,50,0,>50K
26,3,214637,9,0,7,4,4,0,0,0,35,39,<=50K
27,3,185127,11,4,3,3,4,1,0,0,40,39,<=50K
52,3,98752,5,6,0,4,4,0,0,0,40,39,<=50K
50,1,218382,10,0,7,4,2,0,0,0,40,39,<=50K
51,3,153486,9,2,6,0,4,1,0,0,45,39,>50K
51,0,174102,9,2,0,0,4,1,0,0,40,39,>50K
40,3,137142,9,2,12,0,4,1,0,0,40,39,>50K
35,3,267798,9,0,2,4,4,1,0,0,40,39,<=50K
41,2,152880,9,0,8,1,2,0,0,0,28,39,<=50K
31,3,263561,14,2,3,0,4,1,0,0,40,39,>50K
43,3,113324,9,2,2,0,4,1,0,1902,40,39,>50K
20,3,39764,9,4,5,3,4,1,0,0,40,39,<=50K
35,3,172186,10,5,2,1,4,1,0,0,40,39,<=50K
30,3,460408,10,2,12,0,4,1,0,1672,45,39,<=50K
42,5,185129,15,2,10,0,4,1,0,1887,40,39,>50K
51,3,61270,9,2,5,0,4,1,0,0,40,39,>50K
39,4,124685,14,0,3,1,1,1,0,0,99,24,>50K
69,5,76968,5,2,4,0,4,1,0,0,25,39,<=50K
63,2,310396,5,2,8,0,4,1,5178,0,40,39,>50K
29,0,37933,10,4,0,4,2,0,2174,0,40,39,<=50K
21,3,38772,10,4,12,3,4,1,0,0,20,39,<=50K
24,3,172496,13,4,13,1,4,1,0,0,55,39,<=50K
55,3,306164,9,2,7,0,2,1,0,0,40,39,<=50K
42,5,33795,9,2,2,0,4,1,0,0,45,39,<=50K
48,3,47686,7,2,7,5,4,0,0,0,40,39,<=50K
31,3,193132,13,4,13,1,4,0,0,0,42,39,<=50K
52,3,400004,11,2,3,0,4,1,0,0,40,39,>50K
30,3,101283,10,4,7,1,4,0,0,0,40,39,<=50K
29,3,192384,9,4,2,1,4,1,0,0,40,39,<=50K
32,3,113838,10,2,5,0,4,1,0,0,40,39,<=50K
47,3,278322,10,2,10,0,4,1,7688,0,40,39,>50K
56,3,199713,5,2,2,0,4,1,0,0,40,39,<=50K
40,3,236021,10,2,14,0,4,1,0,0,40,39,<=50K
20,3,138938,10,4,10,3,4,0,0,0,10,39,<=50K
36,3,126946,10,5,2,1,4,1,0,0,40,39,<=50K
45,3,44791,13,4,10,1,4,1,0,0,40,39,<=50K
38,3,31964,5,2,0,0,4,1,0,0,40,39,<=50K
60,6,352156,15,2,10,0,4,1,0,0,40,39,>50K
70,5,205860,14,2,3,0,2,1,0,0,40,39,<=50K
21,3,113106,10,4,7,3,4,0,0,0,30,39,<=50K
57,3,89182,9,6,0,1,4,0,0,0,40,39,<=50K
33,3,250782,9,2,6,0,4,1,0,0,48,39,<=50K
37,3,193855,9,2,2,0,4,1,0,1902,50,39,<=50K
50,5,132716,15,2,3,0,4,1,99999,0,50,39,>50K
68,3,218637,10,2,12,0,4,1,0,2377,55,39,>50K
28,3,177955,7,2,0,5,4,0,0,0,40,26,<=50K
32,3,198660,10,2,2,0,4,1,0,0,40,39,<=50K
30,3,207937,15,0,10,1,4,1,10520,0,50,39,>50K
18,3,168740,7,4,5,3,4,1,0,0,30,39,<=50K
45,3,199625,10,0,10,4,4,0,0,0,20,39,<=50K
22,3,213902,9,4,0,4,4,0,0,0,40,26,<=50K
38,3,208379,13,4,6,1,4,0,0,0,8,39,<=50K
37,3,113120,11,0,10,1,4,0,0,0,40,39,<=50K
23,3,57827,13,4,4,1,4,1,0,0,40,39,<=50K
48,4,54190,15,2,10,0,4,1,15024,0,40,39,>50K
53,4,134793,10,2,3,0,4,1,15024,0,50,39,>50K
18,3,396270,9,4,0,3,4,1,0,0,25,39,<=50K
30,3,231620,13,4,12,1,4,0,0,0,40,26,<=50K
50,3,174655,10,2,12,0,4,1,0,0,45,39,>50K
63,2,97823,7,2,8,0,4,1,0,0,40,39,<=50K
38,5,344480,9,2,2,0,4,1,4064,0,40,39,<=50K
48,3,176732,5,0,12,1,4,0,0,0,40,39,<=50K
60,3,143932,9,2,2,0,4,1,0,0,40,39,<=50K
46,3,551962,9,5,5,4,4,0,0,0,50,29,<=50K
30,2,298577,9,4,8,3,4,1,0,0,30,39,<=50K
